posted,date,time,city,state,shape,duration,summary,images,img_link,lat,lng,population
03/06/23,01/24/23,09:50:00,Lehighton,PA,Unknown,Around a minute,High speed small object being followed by a jet at high altitude object changed direction suddenly jet followed,Yes,https://nuforc.org/webreports/reports/174/S174143.html,40.8306,-75.7165,5267
03/06/23,01/23/23,20:13:00,Kailua,HI,Egg,,Unexpected red ( reflecting voggy atmosphere) object in photo,Yes,https://nuforc.org/webreports/reports/174/S174387.html,21.392,-157.7396,106260
03/06/23,01/21/23,19:55:00,Vallejo,CA,Changing,10-12 min approx,"Have video, but strange and not a drone!!",Yes,https://nuforc.org/webreports/reports/174/S174168.html,38.1125,-122.2342,181882
03/06/23,01/21/23,00:02:00,Essex,MD,Other,1 frame Doorbell CAM,This is a single frame of a doorbell camera.showing a stange light and contrail and I was awoken by loud noise.,Yes,https://nuforc.org/webreports/reports/174/S174070.html,39.3021,-76.4449,40710
03/06/23,01/20/23,21:37:00,Staten Island,NY,Light,approx 30 seconds,2 formations of orange objects seen crossing sky at night,Yes,https://nuforc.org/webreports/reports/174/S174264.html,40.5834,-74.1496,495747
03/06/23,01/20/23,18:30:00,Collins,MO,Rectangle,Lights object no noise sk,Closest I've ever seen unbelievable,Yes,https://nuforc.org/webreports/reports/174/S174043.html,37.8906,-93.6215,175
03/06/23,01/19/23,18:20:00,Mesa,AZ,Diamond,20 min,I looked over and seen a string of lights and then a triangular shape of lights,Yes,https://nuforc.org/webreports/reports/174/S174023.html,33.4015,-111.7178,497752
03/06/23,01/19/23,08:01:00,Fort Pierce,FL,Oval,1-2 minutes,Saw something bright way higher than a normal plane,Yes,https://nuforc.org/webreports/reports/174/S174053.html,27.4255,-80.3431,46409
03/06/23,01/19/23,07:53:00,Inverness,FL,Other,Seconds,"When seen contrails from front porch, saw the object traveling from north-east to south west and took picture with iPhone 13, no noise",Yes,https://nuforc.org/webreports/reports/174/S174328.html,28.8416,-82.3418,7423
03/06/23,01/19/23,06:37:00,Lake Havasu City,AZ,Light,5 min witnessed.,A stationary extremely bright multicolored Light non sequential lasting until daylight,Yes,https://nuforc.org/webreports/reports/174/S174015.html,34.5006,-114.3113,56510
03/06/23,01/18/23,23:50:00,Killeen,TX,Chevron,7 minutes,"Visually observed Delta shape over the foothills adjacent to Stillhouse Lake, Texas - just south of Killeen / Harker Heights",Yes,https://nuforc.org/webreports/reports/174/S174013.html,31.0753,-97.7297,238288
03/06/23,01/18/23,13:15:00,Fort Payne,AL,Egg,,I'm capturing these objects on my security camera and they are leaving landing areas.,Yes,https://nuforc.org/webreports/reports/173/S173995.html,34.4559,-85.6965,14730
03/06/23,01/17/23,17:23:00,Goodyear,AZ,Circle,5-10 minutes,Took photo of sun and lake,Yes,https://nuforc.org/webreports/reports/173/S173986.html,33.2614,-112.3622,93651
03/06/23,01/16/23,06:50:00,Shiloh,PA,Light,10 minutes,"Saw two bright white lights on my way to work, both disappeared within minutes from seeing them",Yes,https://nuforc.org/webreports/reports/173/S173966.html,39.9732,-76.792,11098
03/06/23,01/15/23,18:00:00,Boynton Beach,FL,Cone,Eastbound about 3 minutes,Cone shaped object with cloud like contrail that did not dissipate rapidly in sky,Yes,https://nuforc.org/webreports/reports/173/S173945.html,26.5281,-80.0811,79479
03/06/23,01/15/23,17:59:00,Miami Shores,FL,Light,2-5 minutes,One object turns to 3. Moving extremely fast and changing direction. Dispersing into nothing.,Yes,https://nuforc.org/webreports/reports/173/S173943.html,25.867,-80.1779,11551
03/06/23,01/15/23,17:09:00,Kingsville,MD,Cigar,Unclear. We were driving,"6 bright lights suddenly appeared, had a tail of light and suddenly disappeared",Yes,https://nuforc.org/webreports/reports/174/S174020.html,39.4496,-76.4205,4681
03/06/23,01/15/23,15:23:00,Columbus,OH,Orb,2 minutes,Orb hovering over our house,Yes,https://nuforc.org/webreports/reports/174/S174092.html,39.9862,-82.9855,1556848
03/06/23,01/14/23,18:47:00,Myrtle Beach,SC,Sphere,Several hours,"See them all the time, but got good several good pics and videos this time.",Yes,https://nuforc.org/webreports/reports/173/S173956.html,33.7094,-78.8844,281180
03/06/23,01/14/23,15:55:00,Bellingham,WA,Triangle,10 min,Black triangular shape stayed stationary for approx 10 min,Yes,https://nuforc.org/webreports/reports/173/S173924.html,48.7548,-122.469,129601
03/06/23,01/13/23,21:40:00,Hahira,GA,Triangle,3 min,Triangular UAP taking off from hover position.,Yes,https://nuforc.org/webreports/reports/173/S173904.html,30.9941,-83.3786,3302
03/06/23,01/13/23,20:15:00,Bridgeton,MO,Circle,About four to five minute,"Two pair. Shorter space between two, more space between next pair.",Yes,https://nuforc.org/webreports/reports/174/S174059.html,38.7673,-90.4275,11417
03/06/23,01/12/23,19:24:00,Lindsay,CA,Light,Everynight past 3 years,Almost every night for the last 3 years these lights that change color green or orange show up wherever I am they just hover and follow,Yes,https://nuforc.org/webreports/reports/173/S173957.html,36.2082,-119.0897,12551
03/06/23,01/12/23,17:30:00,Orlando,FL,Unknown,unknown,An emerald green sphere in the sky noted in picture and when enhanced it appears to be a spacecraft.,Yes,https://nuforc.org/webreports/reports/173/S173963.html,28.4773,-81.337,1927699
03/06/23,01/11/23,18:41:00,Quincy,IL,Changing,10 minutes-ish,"Object floatimg and strobing brightness, after time it moves changes color etc. Not normal, not helicopter or plane or drone",Yes,https://nuforc.org/webreports/reports/174/S174227.html,39.9336,-91.3799,39687
03/06/23,01/11/23,18:20:00,Oro Valley,AZ,Light,5-15 seconds,Lighted object traveling north bound at a high elevation and at a high rate of speed curved to the Northeast,Yes,https://nuforc.org/webreports/reports/173/S173865.html,32.4208,-110.9767,46515
03/06/23,01/10/23,22:45:00,Corona,CA,Fireball,Objects spotted 2 minutes,Several Craft changing shape,Yes,https://nuforc.org/webreports/reports/173/S173872.html,33.8616,-117.5649,157844
03/06/23,01/10/23,17:10:00,Danville,CA,Light,1 minute at least,Stationary Craft of a luminous appearance at high altitude,Yes,https://nuforc.org/webreports/reports/174/S174009.html,37.8121,-121.9698,43673
03/06/23,01/10/23,16:50:00,Oxnard,CA,Other,3 minutes,Beautiful Blue Ball of Light with a Light Blue Image right behind,Yes,https://nuforc.org/webreports/reports/174/S174062.html,34.1964,-119.1815,366330
03/06/23,01/10/23,15:05:00,Cumming,GA,Egg,45 seconds,"White craft with no wings, exhaust, lights moving fast and pretty low",Yes,https://nuforc.org/webreports/reports/173/S173846.html,34.2063,-84.1339,6886
03/06/23,01/09/23,14:36:00,Winter Park,FL,Circle,2 minutes,I saw a blue light not moving in the Sky and other lights coming afterwards like shooting starts. This is happening very daily,Yes,https://nuforc.org/webreports/reports/173/S173852.html,28.5989,-81.3442,29672
03/06/23,01/09/23,03:55:00,Tohatchi,NM,Orb,15 mins,Big bright spherical orbs moving in many directions and stationary like flying in maneuvers.,Yes,https://nuforc.org/webreports/reports/173/S173983.html,35.8423,-108.7503,840
03/06/23,01/08/23,08:35:00,Spokane valley,WA,Other,2 hours,Our backyard camera recorded this strange object,Yes,https://nuforc.org/webreports/reports/174/S174097.html,47.6626,-117.2346,102178
03/06/23,01/07/23,23:59:00,Olympia,WA,Circle,"?Not visible, only camera","Took a pic of full moon for an screensaver. Immediately noticed on the pic. Tried for more, was visible on phone & disappeared b4 more",Yes,https://nuforc.org/webreports/reports/173/S173820.html,47.0417,-122.8959,200836
03/06/23,01/07/23,21:12:00,Wichita,KS,Triangle,One minute,"I went outside, looked north, saw one orange light start to move then another appearing to do the same, shortly after both fading.",Yes,https://nuforc.org/webreports/reports/174/S174064.html,37.6895,-97.3443,491916
03/06/23,01/07/23,18:19:00,Bagdad,FL,Rectangle,Seconds,Taking picture of moon and after looking at photo saw two rectangular shaped orbs in photo,Yes,https://nuforc.org/webreports/reports/173/S173785.html,30.5824,-87.0447,4140
03/06/23,01/06/23,23:50:00,Jensen Beach,FL,Changing,,I saw this when taking a photo of the full moon on 1/6/23 right before and after midnight.,Yes,https://nuforc.org/webreports/reports/173/S173916.html,27.2437,-80.2423,13108
03/06/23,01/06/23,08:10:00,Waynesboro,PA,Unknown,,I saw it moving quickly and noticed it wasnt a plane.,Yes,https://nuforc.org/webreports/reports/173/S173784.html,39.7524,-77.5822,10871
03/06/23,01/06/23,05:25:00,Bayville,NY,Light,20 min,Blinking/flashing/shimmering lights in the sky,Yes,https://nuforc.org/webreports/reports/173/S173781.html,40.9076,-73.5602,6780
03/06/23,01/05/23,18:03:00,Nazareth,PA,Cylinder,2 minutes,Looked out towards my window and saw an unidentified object floating in the air.,Yes,https://nuforc.org/webreports/reports/173/S173741.html,40.74,-75.3131,6016
03/06/23,01/05/23,08:00:00,Kingman,AZ,Other,Noticed after photo,When looking back over sunrise photos from this morning,Yes,https://nuforc.org/webreports/reports/173/S173748.html,35.217,-114.0105,32204
03/06/23,01/05/23,07:30:00,Longview,NC,Cigar,3 minutes,"Pill shaped object, looked like a blinking star.",Yes,https://nuforc.org/webreports/reports/173/S173749.html,35.7217,-81.3857,4764
03/06/23,01/04/23,21:15:00,Forney,TX,Chevron,Half Hour,Chevron shape hovering in place,Yes,https://nuforc.org/webreports/reports/173/S173978.html,32.744,-96.4529,22770
03/06/23,01/04/23,16:06:00,Duson,LA,Cylinder,Less than 5 minutes,No way it was another airplane or chopper,Yes,https://nuforc.org/webreports/reports/173/S173793.html,30.2365,-92.193,1592
03/06/23,01/01/23,20:55:00,Edgewater,FL,Cylinder,5 minutes or so,Spotted a low flying silent orange object coming from east to west lasted about 5 mins or so glowing went away to dim white light disa,Yes,https://nuforc.org/webreports/reports/173/S173689.html,28.9594,-80.9406,22952
03/06/23,01/01/23,18:05:00,Poi pu,HI,Circle,1 min,Saw UFO after taking photo of the sunset,Yes,https://nuforc.org/webreports/reports/173/S173694.html,21.8834,-159.46,1008
03/06/23,01/01/23,09:48:00,Marfa,TX,Other,Several minutes observed,Random white structure in the sky- not moving at all,Yes,https://nuforc.org/webreports/reports/173/S173674.html,30.3107,-104.0255,1838
03/06/23,01/01/23,07:01:00,North Myrtle Beach,SC,Cylinder,15 - 20 seconds,Seen just before sunrise on New Year's Day,Yes,https://nuforc.org/webreports/reports/173/S173906.html,33.8232,-78.7082,18502
03/06/23,01/01/23,05:05:00,Pendleton,OR,Light,10 min,Orange light hovering and maybe very slowly floating to the North.,Yes,https://nuforc.org/webreports/reports/173/S173680.html,45.6757,-118.8201,16861
03/06/23,01/01/23,01:30:00,Port Charlotte,FL,Triangle,Video 35 sec 1 photo,I have never seen anything like this before and no noise,Yes,https://nuforc.org/webreports/reports/174/S174475.html,26.9918,-82.114,62531
03/06/23,01/01/23,00:30:00,Houston,TX,Rectangle,Three minutes,Four objects flying over neighborhood,Yes,https://nuforc.org/webreports/reports/173/S173688.html,29.786,-95.3885,5650910
03/06/23,01/01/23,00:03:00,Roma,TX,Fireball,5 mins,"A series of fireballs in different sequence, that lasted over a series of minutes",Yes,https://nuforc.org/webreports/reports/173/S173671.html,26.4166,-99.0061,11451
03/06/23,12/31/22,22:55:00,Liberty Hill,TX,Circle,Approximately two seconds,"Late evening, New Years eve 2022, observed small object flying quickly, very low and almost directly over.",Yes,https://nuforc.org/webreports/reports/174/S174058.html,30.6638,-97.9063,4017
03/06/23,12/31/22,19:40:00,Cass Lake,MN,Orb,3 minutes,Glowing orange circles pulsating silently east to west,Yes,https://nuforc.org/webreports/reports/173/S173939.html,47.3792,-94.5993,558
03/06/23,12/30/22,18:56:00,Iowa City,IA,Unknown,1 minute,Hovering Lights above I-80 in Coralville,Yes,https://nuforc.org/webreports/reports/173/S173686.html,41.6559,-91.5303,120015
03/06/23,12/29/22,17:10:00,Sarasota,FL,Disk,picture,Captured in background of photo,Yes,https://nuforc.org/webreports/reports/173/S173747.html,27.3387,-82.5432,727388
03/06/23,12/28/22,19:02:00,Shiloh,PA,Cross,5 to 10 minutes,"Bright light in sky, wasn't still at 1st, eventually saw the shape above me, moved straight in 1 direction, reversed, then went high up",Yes,https://nuforc.org/webreports/reports/173/S173965.html,39.9732,-76.792,11098
03/06/23,12/28/22,16:45:00,New Port Richey,FL,Unknown,Minutes,2 bright lights connected Tic Tac shape,Yes,https://nuforc.org/webreports/reports/174/S174001.html,28.2468,-82.717,16348
03/06/23,12/27/22,03:00:00,Ventnor city,NJ,Changing,TAKEN,Mother & Son taken along with 7 other kids with there Parents!,Yes,https://nuforc.org/webreports/reports/173/S173594.html,39.3457,-74.486,9333
03/06/23,12/26/22,17:16:00,Lawrence,KS,Circle,10 minutes,For several days I and sometimes my children have seen a light that hovers in Douglas County off Farmers Turnpike (N 1800 Rd),Yes,https://nuforc.org/webreports/reports/173/S173764.html,38.9597,-95.2642,94745
03/06/23,12/25/22,03:09:00,Ventnor city,NJ,Other,,Please help our towns!,Yes,https://nuforc.org/webreports/reports/173/S173562.html,39.3457,-74.486,9333
03/06/23,12/24/22,19:27:00,Tishomingo,OK,Light,1 or 2 minutes,I saw about 8 orange-ish lights not moving in the sky.,Yes,https://nuforc.org/webreports/reports/173/S173698.html,34.2388,-96.683,2978
03/06/23,12/24/22,14:46:00,Teasdale,UT,Disk,During photo,I did not notice the object until I got home and saw the photo.,Yes,https://nuforc.org/webreports/reports/173/S173816.html,38.2851,-111.4724,113
03/06/23,12/23/22,17:25:00,Homeworth,OH,Unknown,5 min,Took pictures with cell phone,Yes,https://nuforc.org/webreports/reports/174/S174318.html,40.8357,-81.0649,643
03/06/23,12/23/22,15:12:00,Foresthill,CA,Other,,"Thought it was a rainbow, then realized it was a sunny day",Yes,https://nuforc.org/webreports/reports/173/S173685.html,39.0053,-120.8314,1265
03/06/23,12/21/22,19:28:00,Albany,NY,Triangle,Approximately 15 minutes,"Triangle hovering, then moving slowly, no sound.",Yes,https://nuforc.org/webreports/reports/173/S173523.html,42.6664,-73.7987,604077
03/06/23,12/19/22,07:42:00,Anchorage,AK,Oval,Very brief,Two Light with Green Glow,Yes,https://nuforc.org/webreports/reports/173/S173855.html,61.1508,-149.1091,292545
03/06/23,12/16/22,07:19:00,Garden City,SC,Orb,Two minutes,Took photos of sunrise and orb showed up in two photos.,Yes,https://nuforc.org/webreports/reports/173/S173838.html,33.5926,-79.0071,10600
03/06/23,12/15/22,15:36:00,Rio Rancho,NM,Unknown,2 minutes,5 objects in formation during daylight,Yes,https://nuforc.org/webreports/reports/173/S173755.html,35.2873,-106.6982,102403
03/06/23,12/10/22,15:04:00,Springfield,OR,Light,Unknown,My wife noticed 6 lights after taking a photo of me installing a roof over out chicken run.,Yes,https://nuforc.org/webreports/reports/173/S173843.html,44.0538,-122.9811,62138
03/06/23,12/08/22,20:02:00,Moundsville,WV,Circle,Approximately 1 hour,Saw unidentified floating lighted objected,Yes,https://nuforc.org/webreports/reports/173/S173887.html,39.9221,-80.7422,8195
03/06/23,12/08/22,03:09:00,Ventnor city,NJ,Egg,TAKEN,Mother & Son taken along with 7 other kids with there Parents!,Yes,https://nuforc.org/webreports/reports/173/S173527.html,39.3457,-74.486,9333
03/06/23,12/07/22,22:06:00,Vinton,IA,Light,5-8 minutes,My wife and I were sitting in the car. When I looked out my window to the South. there was a very bright and vivid red light and blue,Yes,https://nuforc.org/webreports/reports/174/S174151.html,42.1631,-92.026,4951
03/06/23,12/06/22,18:56:00,Palm Beach Gardens,FL,Other,"5 minutes, I was driving",I was driving in my car and noticed a large light in the sky,Yes,https://nuforc.org/webreports/reports/174/S174545.html,26.8466,-80.1679,58482
03/06/23,12/05/22,10:38:00,Edgewood,MD,Circle,3 seconds,Out walking my dog and saw the daylight moon. I have been taking moon pics for many years. I did not see this through the viewfinder,Yes,https://nuforc.org/webreports/reports/173/S173628.html,39.419,-76.2964,25004
03/06/23,12/04/22,21:05:00,Odessa,FL,Cigar,10 seconds,Appeared suddenly and hovered for about 10 seconds before dissapearing.,Yes,https://nuforc.org/webreports/reports/174/S174109.html,28.1821,-82.553,7682
